Kind	Id	Commanders	Scenarios	ProfileUsageCount	LocalTag	LocalSource	Completeness	ManualFallback	ManualFactory	DirectReferenceCount	IssueRows	MissingRows	ExternalRows
button	InfestationPitStetmann	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	InfestedSiegeTankArmoredDamage	Stukov	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	InfestorStetmannEggLaunch	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	InfestorStetmannHealingTentacle	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	InfestorStetmannInfestBuilding	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	InfestorStetmannScrapDrop	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	InstantHunterSeekerMissile	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	Interceptor	Fenix,Karax	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	JetPack	Horner	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	K5Cooldowns	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-stub	yes	buttonStub	0	0	0	0
button	K5CooldownsLocked	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	K5DropPods	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-stub	yes	buttonStub	0	0	0	0
button	K5Fury	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-stub	yes	buttonStub	0	0	0	0
button	K5HeroicFortitude	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-stub	yes	buttonStub	0	0	0	0
button	K5ZerglingRespawn	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-stub	yes	buttonStub	0	0	0	0
button	KaraxEnergyRegenUpgrade	Karax	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	KerriganChainLightning	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	KerriganMaelstrom	Kerrigan	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	KerriganVoidCoopCrushingGripWave	Kerrigan	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	KerriganVoidCoopEconDrop	Kerrigan	panel_cost_smoke,unit_or_evolution_dynamic	4	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LaserTargetingSystemMarine	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-stub	yes	buttonStub	0	0	0	0
button	LearnDehakaConsume	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LearnDehakaIntimidatingRoar	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LearnDehakaLeapStomp	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LearnDehakaMammothBreath	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	Liberator_BlackOpsMorphtoAG	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LiberatorAGMode	Horner	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LiberatorAGRangeUpgrade	Horner	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LiberatorStructureAttack	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LockOn	Swann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LockOnCancel	Swann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LockOnRangeUpgrade	Swann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LocustLaunch	Abathur	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	LurkerBurrowDown	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-with-metadata	yes	buttonStubWithIcon	0	0	0	0
button	LurkerBurrowUp	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LurkerCancelHoldFire	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LurkerHoldFire	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LurkerStetmann	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LurkerStetmannChannelingSpines	Stetmann	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LurkerStetmannScrapDrop	Stetmann	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	LurkerStetmannTunnelingBurst	Stetmann	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MaelstromRounds	Raynor,Swann	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MAFServosLiberator	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MagrailMunitionsNova	Nova	unit_or_evolution_dynamic	1			external-xm-dependency-node	no		0	1	0	1
button	MammothBreath	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MarauderMengskAttackSpeedBoost	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MarauderMengskImperialMandateGeneration	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MarauderMengskShield	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MarauderMengskSlow	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MarauderMengskVeterancy	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	MarineSuperStimpack	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MassRoachDrop	Zagara	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MedicHealPlusMech	Raynor	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MedivacLoad	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MedivacMengskDoubleHealBeam	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MedivacMengskPermanentCloak	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MedivacMengskSiegeTankAirlift	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MedivacUnloadAll	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MedusasBladesLocked	Zagara	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MengskZergCalldownLevel1	Mengsk	panel_cost_smoke	8	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	MindBolt	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	MissileTurretMengsk	Mengsk	unit_or_evolution_dynamic	5	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphtoDevourer	Abathur	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphToHellion	Swann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphToHellionBlackOps	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphToHellionTank	Horner,Swann	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphToHHHellion	Horner	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphtoHHRavenSiege	Horner	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphtoObserverSiege	Artanis,Fenix,Karax,Zeratul	unit_or_evolution_dynamic	4	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphToOverseer	Stukov	unit_or_evolution_dynamic	1			external-official-reference-node	no		0	1	0	1
button	MorphtoOverseerNormalStetmann	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphtoOverseerSiegeStetmann	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphtoRavenMengsk	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphtoRavenMengskSieged	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphToSuperGaryStetmann	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MorphtoZeratulObserverSiege	Zeratul	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MurvarPukeCoop	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	MuscularAugmentsCoop	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	NanoRepair	Swann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	NovaCoopCasterNuke	Nova	panel_cost_smoke	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	NovaCoopDecoy	Nova	panel_cost_smoke	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	NovaGriffinBombingRun	Nova	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	NovaGriffinTransportUnits	Nova	panel_cost_smoke	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	NovaUnitLockdown	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	NuclearAnnihilationMengsk	Mengsk	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	NukeCalldown	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-with-metadata	yes	buttonStub	0	0	0	0
button	NukeCalldownMengsk	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	OracleBuildStasisTrap	Vorazun	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	OracleRevelation	Vorazun	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	OracleWeaponOn	Vorazun	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	OverlordStetmannSpeed	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	ParasiticBomb	Abathur	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PassiveInfernalPreIgniter	Nova,Swann	unit_or_evolution_dynamic	3	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PermanentlyCloakedCorsair	Vorazun	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PermanentlyCloakedGhost	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-stub	yes	buttonStub	0	0	0	0
button	PermanentlyCloakedOracle	Vorazun	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PermanentlyCloakedZeratulObserver	Zeratul	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PHSupplicantShieldArmor	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PowerFieldEnergyRegeneration	Stetmann	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PowerFieldHPRegeneration	Stetmann	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PowerFieldMovementSpeed	Stetmann	panel_cost_smoke	3	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PowerFieldSuperGaryStetmannEnergy	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PowerTowerOverchargeStetmannEnergy	Stetmann	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PowerTowerStetmannLevel1	Stetmann	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PredictiveBlinkPassive	Zeratul	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PrimalCombatPrimalCreeperHostLocked	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PrimalCombatPrimalGuardianLocked	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PrimalCombatPrimalIgniterLocked	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PrimalCombatPrimalImpalerLocked	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PrimalCombatPrimalMutaliskLocked	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PrimalCombatRavasaurLocked	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PrimalCombatTyrannozorLocked	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PrimalHeal	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-stub	yes	buttonStub	0	0	0	0
button	PrimalSlash	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	PropagandaBlastMengsk	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PsionicLift	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	PsionicStormLocked	Artanis	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	PsiStorm	Artanis	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	PsiStrike	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	RallyZeratulTopBarRedirect	Zeratul	panel_cost_smoke	3	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	RapidDeploymentHercules	Swann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	RapidRegeneration	Dehaka	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-with-metadata	yes	buttonStub	0	0	0	0
button	Ravager	Abathur	unit_or_evolution_dynamic	3	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	RavagerAbathurCorrosiveBile	Abathur	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	RavagerStetmann	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	manual-button-stub	yes	buttonStub	0	0	0	0
button	RavagerStetmannCorrosiveBile	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	RavenBioMechanicalRepairDroneCloakedHealBeam	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	ReclamationLocked	Karax	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	ReconstructionLocked	Karax	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	RefineryMengsk	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	ResearchAlarakHighTemplarPsionicOrbTravelDistancePassive	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	ResearchHighCapacityBarrels	Swann	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
