File	Size	MatchedBy	Snippet
campaigns\liberty.sc2campaign\eses.sc2data\localizeddata\objectstrings.txt	777313	Brutalisk	  Actor/Name/Broodling=Broodling  Actor/Name/BroodlingAttack=Attack  Actor/Name/Brutalisk=Brutalisk  Actor/Name/BrutaliskAirAttack=Brutalisk Air Attack  Actor/Name/Bruta
campaigns\liberty.sc2campaign\frfr.sc2data\localizeddata\objectstrings.txt	777313	Brutalisk	  Actor/Name/Broodling=Broodling  Actor/Name/BroodlingAttack=Attack  Actor/Name/Brutalisk=Brutalisk  Actor/Name/BrutaliskAirAttack=Brutalisk Air Attack  Actor/Name/Bruta
campaigns\liberty.sc2campaign\itit.sc2data\localizeddata\objectstrings.txt	777313	Brutalisk	  Actor/Name/Broodling=Broodling  Actor/Name/BroodlingAttack=Attack  Actor/Name/Brutalisk=Brutalisk  Actor/Name/BrutaliskAirAttack=Brutalisk Air Attack  Actor/Name/Bruta
campaigns\liberty.sc2campaign\plpl.sc2data\localizeddata\objectstrings.txt	777313	Brutalisk	  Actor/Name/Broodling=Broodling  Actor/Name/BroodlingAttack=Attack  Actor/Name/Brutalisk=Brutalisk  Actor/Name/BrutaliskAirAttack=Brutalisk Air Attack  Actor/Name/Bruta
campaigns\liberty.sc2campaign\ruru.sc2data\localizeddata\objectstrings.txt	777313	Brutalisk	  Actor/Name/Broodling=Broodling  Actor/Name/BroodlingAttack=Attack  Actor/Name/Brutalisk=Brutalisk  Actor/Name/BrutaliskAirAttack=Brutalisk Air Attack  Actor/Name/Bruta
campaigns\liberty.sc2campaign\zhcn.sc2data\localizeddata\objectstrings.txt	777313	Brutalisk	  Actor/Name/Broodling=Broodling  Actor/Name/BroodlingAttack=Attack  Actor/Name/Brutalisk=Brutalisk  Actor/Name/BrutaliskAirAttack=Brutalisk Air Attack  Actor/Name/Bruta
campaigns\swarm.sc2campaign\dede.sc2data\localizeddata\objectstrings.txt	580846	Abathur	ns)  Abil/EditorSuffix/YagdraFireballHard=(Hard Mode)  Achievement/EditorPrefix/AbathurFinal=Swarm Campaign (Story Mode) -  Achievement/EditorPrefix/CHARMISSIONS=Swarm
campaigns\swarm.sc2campaign\eses.sc2data\localizeddata\objectstrings.txt	580846	Abathur	ns)  Abil/EditorSuffix/YagdraFireballHard=(Hard Mode)  Achievement/EditorPrefix/AbathurFinal=Swarm Campaign (Story Mode) -  Achievement/EditorPrefix/CHARMISSIONS=Swarm
campaigns\swarm.sc2campaign\frfr.sc2data\localizeddata\objectstrings.txt	580846	Abathur	ns)  Abil/EditorSuffix/YagdraFireballHard=(Hard Mode)  Achievement/EditorPrefix/AbathurFinal=Swarm Campaign (Story Mode) -  Achievement/EditorPrefix/CHARMISSIONS=Swarm
campaigns\swarm.sc2campaign\itit.sc2data\localizeddata\objectstrings.txt	580846	Abathur	ns)  Abil/EditorSuffix/YagdraFireballHard=(Hard Mode)  Achievement/EditorPrefix/AbathurFinal=Swarm Campaign (Story Mode) -  Achievement/EditorPrefix/CHARMISSIONS=Swarm
campaigns\swarm.sc2campaign\plpl.sc2data\localizeddata\objectstrings.txt	580846	Abathur	ns)  Abil/EditorSuffix/YagdraFireballHard=(Hard Mode)  Achievement/EditorPrefix/AbathurFinal=Swarm Campaign (Story Mode) -  Achievement/EditorPrefix/CHARMISSIONS=Swarm
campaigns\swarm.sc2campaign\ruru.sc2data\localizeddata\objectstrings.txt	580846	Abathur	ns)  Abil/EditorSuffix/YagdraFireballHard=(Hard Mode)  Achievement/EditorPrefix/AbathurFinal=Swarm Campaign (Story Mode) -  Achievement/EditorPrefix/CHARMISSIONS=Swarm
campaigns\swarm.sc2campaign\zhcn.sc2data\localizeddata\objectstrings.txt	580846	Abathur	ns)  Abil/EditorSuffix/YagdraFireballHard=(Hard Mode)  Achievement/EditorPrefix/AbathurFinal=Swarm Campaign (Story Mode) -  Achievement/EditorPrefix/CHARMISSIONS=Swarm
campaigns\void.sc2campaign\dede.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
campaigns\void.sc2campaign\eses.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
campaigns\void.sc2campaign\esmx.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
campaigns\void.sc2campaign\frfr.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
campaigns\void.sc2campaign\itit.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
campaigns\void.sc2campaign\kokr.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
campaigns\void.sc2campaign\plpl.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
campaigns\void.sc2campaign\ptbr.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
campaigns\void.sc2campaign\ruru.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
campaigns\void.sc2campaign\zhcn.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
campaigns\void.sc2campaign\zhtw.sc2data\localizeddata\objectstrings.txt	1283578	Abathur	Campaign - ///Auto - Copied from enUS Locale  Achievement/EditorPrefix/CommanderAbathurCommanderAbathur=Co-op Missions - Abathur - ///Auto - Copied from enUS Locale  A
mods\balancemulti.sc2mod\dede.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\balancemulti.sc2mod\eses.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\balancemulti.sc2mod\esmx.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\balancemulti.sc2mod\frfr.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\balancemulti.sc2mod\itit.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\balancemulti.sc2mod\kokr.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\balancemulti.sc2mod\plpl.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\balancemulti.sc2mod\ptbr.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\balancemulti.sc2mod\ruru.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\balancemulti.sc2mod\zhcn.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\balancemulti.sc2mod\zhtw.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\liberty.sc2mod\zhcn.sc2data\localizeddata\objectstrings.txt	811154	Abathur	l=(Warp Prism)  Button/EditorSuffix/WeaponsFree=(Ghost)  Character/EditorPrefix/AbathurAnnouncer=(Announcer)  Character/EditorPrefix/ArtanisUI=  Character/EditorPrefix
mods\starcoop\starcoop.sc2mod\dede.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\starcoop\starcoop.sc2mod\eses.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\starcoop\starcoop.sc2mod\esmx.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\starcoop\starcoop.sc2mod\frfr.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\starcoop\starcoop.sc2mod\itit.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\starcoop\starcoop.sc2mod\kokr.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\starcoop\starcoop.sc2mod\plpl.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\starcoop\starcoop.sc2mod\ptbr.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\starcoop\starcoop.sc2mod\ruru.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\starcoop\starcoop.sc2mod\zhcn.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\starcoop\starcoop.sc2mod\zhtw.sc2data\localizeddata\objectstrings.txt	1942686	Abathur	Beam=ACPirate Capital Ship ///Auto - Copied from enUS Locale  Abil/EditorPrefix/AbathurCreateSymbiote=Abathur - ///Auto - Copied from enUS Locale  Abil/EditorPrefix/Ab
mods\swarm.sc2mod\dede.sc2data\localizeddata\objectstrings.txt	536555	Abathur	ment=Evolution Chamber Placement  Model/Name/EvolutionMasterPortrait=Portrait - Abathur  Model/Name/EvolutionPlanet=Evolution Planet  Model/Name/ExplosiveMineEntrance=
mods\swarm.sc2mod\eses.sc2data\localizeddata\objectstrings.txt	536555	Abathur	ment=Evolution Chamber Placement  Model/Name/EvolutionMasterPortrait=Portrait - Abathur  Model/Name/EvolutionPlanet=Evolution Planet  Model/Name/ExplosiveMineEntrance=
mods\swarm.sc2mod\frfr.sc2data\localizeddata\objectstrings.txt	536555	Abathur	ment=Evolution Chamber Placement  Model/Name/EvolutionMasterPortrait=Portrait - Abathur  Model/Name/EvolutionPlanet=Evolution Planet  Model/Name/ExplosiveMineEntrance=
mods\swarm.sc2mod\itit.sc2data\localizeddata\objectstrings.txt	536555	Abathur	ment=Evolution Chamber Placement  Model/Name/EvolutionMasterPortrait=Portrait - Abathur  Model/Name/EvolutionPlanet=Evolution Planet  Model/Name/ExplosiveMineEntrance=
mods\swarm.sc2mod\plpl.sc2data\localizeddata\objectstrings.txt	536555	Abathur	ment=Evolution Chamber Placement  Model/Name/EvolutionMasterPortrait=Portrait - Abathur  Model/Name/EvolutionPlanet=Evolution Planet  Model/Name/ExplosiveMineEntrance=
mods\swarm.sc2mod\ruru.sc2data\localizeddata\objectstrings.txt	536555	Abathur	ment=Evolution Chamber Placement  Model/Name/EvolutionMasterPortrait=Portrait - Abathur  Model/Name/EvolutionPlanet=Evolution Planet  Model/Name/ExplosiveMineEntrance=
mods\swarm.sc2mod\zhcn.sc2data\localizeddata\objectstrings.txt	536555	Abathur	ment=Evolution Chamber Placement  Model/Name/EvolutionMasterPortrait=Portrait - Abathur  Model/Name/EvolutionPlanet=Evolution Planet  Model/Name/ExplosiveMineEntrance=
mods\void.sc2mod\dede.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\void.sc2mod\eses.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\void.sc2mod\esmx.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\void.sc2mod\frfr.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\void.sc2mod\itit.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\void.sc2mod\kokr.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\void.sc2mod\plpl.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\void.sc2mod\ptbr.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\void.sc2mod\ruru.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\void.sc2mod\zhcn.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\void.sc2mod\zhtw.sc2data\localizeddata\objectstrings.txt	735890	Biomass	ttlecruiser_TacticalJumpWireframe ///Auto - Copied from enUS Locale  Sound/Name/Biomass_BuffImpact=Biomass_BuffImpact ///Auto - Copied from enUS Locale  Sound/Name/Bio
mods\voidmulti.sc2mod\dede.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\voidmulti.sc2mod\eses.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\voidmulti.sc2mod\esmx.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\voidmulti.sc2mod\frfr.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\voidmulti.sc2mod\itit.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\voidmulti.sc2mod\kokr.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\voidmulti.sc2mod\plpl.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\voidmulti.sc2mod\ptbr.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\voidmulti.sc2mod\ruru.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\voidmulti.sc2mod\zhcn.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
mods\voidmulti.sc2mod\zhtw.sc2data\localizeddata\objectstrings.txt	60810	Mend	eam=Thermal Beam (Beam) ///Auto - Copied from enUS Locale  Actor/Name/ThermalBeamEndSound=Thermal Beam (End Sound) ///Auto - Copied from enUS Locale  Actor/Name/The
campaigns\swarmstory.sc2campaign\dede.sc2data\localizeddata\objectstrings.txt	767489	Abathur	aMoveLoop  Actor/Name/ZergAdjutantMoveLoop=ZergAdjutantMoveLoop  Actor/Name/set_abathur_move_loop_mid=set_abathur_move_loop_mid  Actor/Name/set_abathur_move_loop_near=
campaigns\swarmstory.sc2campaign\eses.sc2data\localizeddata\objectstrings.txt	767489	Abathur	aMoveLoop  Actor/Name/ZergAdjutantMoveLoop=ZergAdjutantMoveLoop  Actor/Name/set_abathur_move_loop_mid=set_abathur_move_loop_mid  Actor/Name/set_abathur_move_loop_near=
campaigns\swarmstory.sc2campaign\frfr.sc2data\localizeddata\objectstrings.txt	767489	Abathur	aMoveLoop  Actor/Name/ZergAdjutantMoveLoop=ZergAdjutantMoveLoop  Actor/Name/set_abathur_move_loop_mid=set_abathur_move_loop_mid  Actor/Name/set_abathur_move_loop_near=
campaigns\swarmstory.sc2campaign\itit.sc2data\localizeddata\objectstrings.txt	767489	Abathur	aMoveLoop  Actor/Name/ZergAdjutantMoveLoop=ZergAdjutantMoveLoop  Actor/Name/set_abathur_move_loop_mid=set_abathur_move_loop_mid  Actor/Name/set_abathur_move_loop_near=
campaigns\swarmstory.sc2campaign\plpl.sc2data\localizeddata\objectstrings.txt	767489	Abathur	aMoveLoop  Actor/Name/ZergAdjutantMoveLoop=ZergAdjutantMoveLoop  Actor/Name/set_abathur_move_loop_mid=set_abathur_move_loop_mid  Actor/Name/set_abathur_move_loop_near=
campaigns\swarmstory.sc2campaign\ruru.sc2data\localizeddata\objectstrings.txt	767489	Abathur	aMoveLoop  Actor/Name/ZergAdjutantMoveLoop=ZergAdjutantMoveLoop  Actor/Name/set_abathur_move_loop_mid=set_abathur_move_loop_mid  Actor/Name/set_abathur_move_loop_near=
campaigns\swarmstory.sc2campaign\zhcn.sc2data\localizeddata\objectstrings.txt	767489	Abathur	aMoveLoop  Actor/Name/ZergAdjutantMoveLoop=ZergAdjutantMoveLoop  Actor/Name/set_abathur_move_loop_mid=set_abathur_move_loop_mid  Actor/Name/set_abathur_move_loop_near=
campaigns\voidstory.sc2campaign\dede.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
campaigns\voidstory.sc2campaign\eses.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
campaigns\voidstory.sc2campaign\esmx.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
campaigns\voidstory.sc2campaign\frfr.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
campaigns\voidstory.sc2campaign\itit.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
campaigns\voidstory.sc2campaign\kokr.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
campaigns\voidstory.sc2campaign\plpl.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
campaigns\voidstory.sc2campaign\ptbr.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
campaigns\voidstory.sc2campaign\ruru.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
campaigns\voidstory.sc2campaign\zhcn.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
campaigns\voidstory.sc2campaign\zhtw.sc2data\localizeddata\objectstrings.txt	763182	Leviathan	1ZerglingT1=SMX1 Zergling T1 ///Auto - Copied from enUS Locale  Model/Name/SMX1_LeviathanT1=SMX1_LeviathanT1 ///Auto - Copied from enUS Locale  Model/Name/SMX2CivilianPr
mods\starcoop\starcoop.sc2mod\base.sc2data\libcomi.galaxy	1683840	Abathur	Player(lv_i, "DetectionEnemy", 1);          }        }  }    void libCOMI_gf_CM_Abathur_BiomassSetStack (unit lp_biomass, int lp_stack) {      // Automatic Variable De
mods\starcoop\starcoop.sc2mod\base.sc2data\libcomi_h.galaxy	95764	Abathur	mUpgrades + 1] lv_time;  };    // Variable Declarations  int libCOMI_gv_cM_DebugAbathurBiomassCollected;  int libCOMI_gv_cM_DebugAbathurBiomassLost;  int libCOMI_gv_cM
mods\starcoop\starcoop.sc2mod\base.sc2data\libcomu.galaxy	712681	Biomass	 (UnitGetType(lp_newUnit) == "DisruptorPhased") || (UnitGetType(lp_newUnit) == "BiomassPickup"))) {          return ;      }      else {          lv_plagueChance = lib
mods\starcoop\starcoop.sc2mod\base.sc2data\libcooc.galaxy	384870	Abathur	) {          return "char_Karax";      }      else if (autoBAA82F24_val == "ZergAbathur") {          return "char_Abathur";      }      else if (autoBAA82F24_val == "P
